0.765625	0.556377
0.703125	0.61065
0.75	0.546501
0.828125	0.460826
0.734375	0.56198
0.734375	0.538036
0.8125	0.409324
0.734375	0.478676
0.78125	0.461473
0.875	0.260339
0.828125	0.396904
0.828125	0.403343
0.859375	0.278862
0.796875	0.396909
0.859375	0.371977
0.875	0.250841
0.9375	0.272515
0.921875	0.225214
0.921875	0.317707
0.90625	0.302435
0.875	0.246219
0.859375	0.282461
0.890625	0.229706
0.9375	0.187894
0.875	0.343295
0.84375	0.371906
0.953125	0.207377
0.890625	0.232266
0.859375	0.251674
0.9375	0.179766
0.921875	0.202039
0.828125	0.426765
0.890625	0.211317
0.875	0.258003
0.921875	0.196948
0.921875	0.191971
0.859375	0.273006
0.953125	0.180104
0.921875	0.260661
0.921875	0.224247
0.921875	0.216715
0.921875	0.230472
0.9375	0.220033
0.90625	0.204983
0.953125	0.1729
0.96875	0.166722
0.984375	0.0868298
0.859375	0.283245
0.921875	0.188703
0.921875	0.1847
0.90625	0.18941
0.953125	0.209005
0.9375	0.125576
0.921875	0.164586
0.953125	0.146137
0.921875	0.215121
0.953125	0.136606
0.9375	0.142663
0.890625	0.25889
0.921875	0.234613
0.90625	0.143005
0.9375	0.230324
0.953125	0.126419
0.921875	0.211929
0.953125	0.168992
0.921875	0.173888
0.96875	0.186361
0.90625	0.169474
0.921875	0.279547
0.953125	0.154765
0.921875	0.173627
0.890625	0.200577
0.96875	0.188596
0.921875	0.278051
0.921875	0.158901
0.921875	0.24931
0.984375	0.105801
0.90625	0.238788
0.921875	0.311766
0.921875	0.183777
0.921875	0.164983
0.9375	0.103529
0.953125	0.145484
0.921875	0.168896
0.96875	0.106181
0.953125	0.173699
0.921875	0.175315
0.921875	0.207002
0.96875	0.113452
0.921875	0.182696
0.9375	0.188942
0.953125	0.158553
0.9375	0.197178
0.90625	0.219801
0.9375	0.147943
0.9375	0.169779
0.921875	0.172466
0.890625	0.254548
0.96875	0.143043
0.921875	0.183324
0.90625	0.236273
